,Tipo de inmueble,Modalidad,Precio UF,Precio CLP,Comuna,Baños,Dormitorios,Descripcion
197,Departamento,comprar,"4.819,82",135.000.000,La Florida,2,3,"Impecable dpto $135.000.000.-, Florida Center, Metro Mirador, linea 5,  Living comedor amplio, iluminado, con piso flotante vitrificado, salida a terraza orientacion norteCocina amoblada y equipada, piso y muro ceramica 3 amplios domitorios (1 suite), con piso flotante, closet en todos los dormitorios, 2 baños,  con piso y muro en ceramica100mt2 Utiles, 90mt2 totalesestacionamiento, excelente ubicacion, metro pedrero y mirardor, frente a mall florida center, frente a supermercado, farmacias, servicios. a minutos de mall plaza vespucio, clinica vespucio, locomocion a la puerta, varias vias CocinaCompletamente Amoblada, equipada con encimera, hornoGastos comunes $70.000.-Edificio equipado con:PiscinaGimnasioSala de eventosseguridad y conserjeria 24/7CCTVJardinesPiso 10Vista PonienteAño construccion 2008Se acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivovalor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, Ejecutiva+56 9 5988 8730 Jonathan Estay, EjecutivoOficina2 3285 6659"
198,Casa,comprar,"1.535,20",43.000.000,San Bernardo,1,2,"ADB Vende!!San Francisco/ Vecinal Sur, San Bernardo 2D, 1B43.000.000.-105mt2 Terreno, 80mt2 construidos -Living comedor amplio e iluminado, piso en ceramica.-Cocina, amplia, independiente, piso en ceramica.-2 Amplios dormitorios, ideal para camas de 2 plazas.-Baño, piso en ceramica.-Estacionamiento 2 Vehiculos.105mt2 Terreno (7mt Ancho x 15mt Largo)80mt2 construidos (6mt ancho x 8mt Largo)35mt2 Patio TraseroCercano a Supermercados, Farmacias, Hospital, ColegiosConectividadAutopista central 6kmAcceso Sur 6kmTransporte publicoMetro (futura estacion El Pino 2020) ColectivosTransantiago (203,228,229,G05,G08)Se acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivo.valor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, Ejecutiva+56 9 5988 8730 Jonathan Estay, EjecutivoOficina2 3285 6659"
199,Casa,comprar,"1.606,60",45.000.000,Isla de Maipo,2,4,"9 Dormitorios, 2 Baños 1 ESt, Isla de MaipoBalmaceda (Continuacion camino Lonquen)/ Cacha de Carrera, Isla de Maipo $48.000.000.-9 Dormitorios, 2 Baños, 220mt2 Construidos, 180mt2 TerrenoLiving comedor juntos, amplio, iluminado, salamandraBaños, 1 baño completo en 1er piso, baño completo en 2do pisoCocina IndependientePatio trasero 20mt2, con techo, y horno de barroAnte jardin con estacionamiento para 1 vehiculoSe acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivovalor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, Ejecutiva+56 9 5988 8730 Jonathan Estay, EjecutivoOficina2 3285 6659"
200,Departamento,comprar,"2.784,78",78.000.000,Pudahuel,2,3,"DEPTO METRO LAGUNA SUR 3D, 2B, 1EPRECIO: $78.000.000DPTO, amplio living-comedor3 Amplios dormitorios con piso flotante y excelente iluminacion 2 baños con ceramica en piso y muros, tina cocina independiente y amoblada1 EstacionamientoCondominio cuenta con sala de evetos, piscina, juegos infantiles, circuito cerrado de tv, gimnasio, bellos jardines y estacionamientos de visitas.Excelente conectividad, Metro, locomocion colectiva, acceso a autopistas Se acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivovalor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, Ejecutiva+56 9 5988 8730 Jonathan Estay, EjecutivoOficina2 3285 6659"
201,Departamento,comprar,"3.748,75",105.000.000,Santiago,2,2,"Metro U de Chile 2D, 2B, tipo mariposa$105.000.000.-Espectacular departamento tipo Mariposa-Living comedor amplio, iluminado, con piso flotante, salida a terraza con mallas-Cocina tipo americana, con piso en ceramica, muebles empotrados y equipada con Horno, Encimera y Campana-2 Baños completos, con ceramica en piso y muros, con tina-2 Amplios dormitorios ideal cama King, con piso flotante, closet y baños en suite60MT2Departamento unbicado en el 2Do PisoGastos Comues $58.000.-edificio equipado con -Piscina Panoramica-Quincho-Sala de juegos para niños-Juegos Infantiles-Salon de Eventos-Sala de Reuniones-Gimnasio EquipadoSeguridad 24/7, control de accesoExcelente UbicacionCercano a bancos, colegios, universidades, centros comerciales, farmaciasTransporte PublicoMetro Linea 1 y 3 Estacion U de ChileConectividad a Autopita central, Costanera NorteAtrevete a comprar!! gestionamos tu credito!!  Si te falta dinero gestionamos tu credito de consumo Contactanos!!ADB, Un Mundo de soluciones InmobiliariasMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 3271 3503 Gloria Lobos, Ejecutiva+56 9 5988 8730 Jonathan Estay, Ejecutivo+56 9 3325 8412 Kelly Salas, EjecutivaOficina2 3285 6659"
202,Casa,comprar,"18.950,00",530.776.803,La Reina,3,4,"VENDEMOS EXCELENTE  CASA EN JULIA BERNSTEIN, COMUNA LA REINA .Casa de  alto nivel constructivo en un selecto y exclusivo sector del Reina Alta;  sus 234 mt2 están construidos con una inteligente distribución en un solo piso, en un terreno de 869 mt2 que otorga  a la propiedad una comodidad y amplitud incomparable. Posee 4 dormitorios 3 baños completos, living y comedor separados, cocina equipada  con comedor de diario, patio de luz, cuarto de lavado más pieza y baño de servicio, adicionalmente tiene cuarto que podría ser utilizado como taller y/o oficina.Destacables de la Propiedad:  Ventanales  con puertas francesas,  pisos de madera vitrificada,  aire acondicionado, Jacuzzi en el baño principal, entrada para cuatro vehículos con control remoto, amplias  terrazas, hermosos jardines, piscina y quincho. Cercano a excelentes colegios como: Britisch Royal, Colegio Madrid, Nuestra Sra. Del Camino entre otros, además próximo a los mejores centros comerciales, farmacias, gimnasios y Clínicas.(Nota: medidas estimadas y otorgadas por los propietarios)"
203,Departamento,comprar,"3.320,32",93.000.000,Santiago,2,2,"Liquidamos Vicuña Mackenna/ Matta, 2 Dorm, 2 Baños 1Est, 1Bod.$93.000.000.-Amplio living comedor, iluminado, con piso flotante, salida a balconCocina tipo americana, con piso ceramica, con meson y muebles empotrados3 Dormitorios, principal en suite con baño y walk in closet2 Baños completos, con piso y muro con ceramicaTermo Electrico3 er PisoSe acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivovalor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, Ejecutiva+56 9 5988 8730 Jonathan Estay, EjecutivoOficina2 3285 6659"
204,Departamento,comprar,"2.102,87",58.900.000,La Florida,1,3,"Propiedad en Villa Tokio, Barrio consolidado y tranquilo ubicado en segundo piso entre Walker Martinez y Av. La Florida, cercano a Estacion de Bencina, Colegios, Centro Medico, Multicancha y a minutos de Mall Plaza Vespucio.Distribucion:3 Dormitorios de piso Flotante Antihumedad 1 matrimonial 2 juvenil1 Baño con puerta corrediza en TinaCocina con Lava PlatosLiving Comedor con piso de cerámicaEsta desocupado listo para habitarprecio oferta $58.900.000 mas comisión corredoraSe recibe Efectivo, Crédito HipotecarioMuy buena oportunidad familiar!!!No dejes de visitar esta increíble propiedad, agenda una visita con nosotrosContáctenos:Oficina Av. Las Torres N°730, Comuna de Quilicura.Fono: (2)2926 2537 – Cel.: (9)8992 8917Fono: (2)2687 3967 – Cel.: (9)8988 6335"
205,Casa,comprar,"2.606,27",73.000.000,Lampa,1,2,"Casa de 1 piso, aislada, oriente, cuenta con cocina y baño recien remodelados,2 dormitorios1 bañojardin formadoentrada para 3 autospatio trasero con quincho y antejardin.bodegaNO PAGA CONTRIBUCIONESCercano a colegios, supermercados, centros medicos, locomocion colectiva.AGENDE SU VISITA, LA PROPIEDAD ESTA EN EXCELENTE ESTADO, LLEGAR Y HABITAR!!!"
206,Casa,comprar,"5.819,48",163.000.000,Ñuñoa,4,4,"Linda casa pareada de tres pisos muy iluminada, ubicada en uno de los sectores mas privilegiados de la comuna por su conectividad yaccesos. Rodeada de todo tipo de comercios, colegios, plazas, clínicas, cines, stripcenters, supermercados, restaurantes, etc. A pasos del nuevoMall Plaza Egaña, del metro Plaza Egaña, del metro Los Orientales y a tres cuadras de la futura línea 6 del metro, estación Villa Frei. A mediacuadra de Diagonal Oriente, Vespucio e Irarrazaval. Inmejorable ubicación, cercana a todo. Acceso peatonal por Los Aliaga y por Diagonal Oriente.Seguridad en directo por celular, alarma comunitaria, cámaras de vigilancia en todo el recinto. Gastos comunes $ 5.000 aprox. Orientación oriente,servicio completo, un estacionamiento, calefacción por calefactor a gas, gas licuado independiente. Dos calefont.Primer piso; living comedor con piso porcelanato nuevo, baño de visitas, cocina amoblada, terraza techada, quincho, servicio completo, lavadero.Segundo piso; tres dormitorios, principal en suite, segundo baño completo.Tercer piso; mansarda, opcional cuarta habitación o amplia sala de estar.TerminacionesPiso baños: cerámicaPiso dormitorios: alfombraTechos: tejaSuministrosAgua caliente: calefónCalefacción: otroCaracterísticas propiedadalarma, antejardín, lavadero exterior, mansarda, pieza de servicio, portón eléctrico, quincho, reja en ventanas, terraza con techo, cocina amoblada,portón automáticoCaracterísticas comunidadaccesos controlados, circuito cerrado de tvGastosGastos comunes: $ 5.000"
207,Departamento,comprar,"2.927,59",82.000.000,Santiago,2,1,"Vendo excelente departamento, Tercer piso, orientación PonienteConsta de 1 dormitorio, con 2 BañosPiso fotolaminado living comedor y dormitorioPiso Porcelanato en CocinaBaño visita con decomural de BambúDormitorio en suite, con walking - closet Cocina amoblada y equipadaComedor de diarioConexión a lavadoraTerraza ampliaIncluye Bodega y Estacionamiento en SubterráneoEdificio cuenta con:3 ascensores MitsubishiEstacionamientos de visitasSalón de eventosGimnasioLavandería con vista panorámicaEdificio año 2008, constructora Danacorp27 pisosExcelente Estado y administraciónCercano a metro Plaza de Armas y Santa AnaCanon Arriendo Departamento y Bodega: $320.000Canon Arriendo Estacionamiento: $80.000Atención Inversionistas: Rentabilidad del 6% !!Gasto Común $ 65.000 app incluye agua calienteContribuciones $55.000 app"
208,Departamento,comprar,"8.250,00",231.076.972,Las Condes,2,3,"Con una ubicación privilegiada y una espectacular orientación ORIENTE para recibir el rico calor de mañana y SUR para evitar el intenso calor de la tarde, en un noveno piso con una linda vista a la cordillera. Todos los servicios que necesita una familia a la mano: colegios (San Juan Evangelista, Compañía de María), centros comerciales, centros médicos, bancos,  Stadio Italiano, cercano a estaciones de Metro (Hernando de Magallanes y Manquehue) . Te invito a conocerlo: DISTRIBUCIÓN: • Hall de acceso con cerámica.• Amplio e iluminado living -comedor con acceso a terraza cerrada con ventanales.• Cocina cerrada de buen tamaño e iluminada, encimera a gas, campana, horno eléctrico, con logia cerrada y bien ventilada. • Dos baños completos y otro más en suite.• Tres dormitorios de buen tamaño (uno para cama 1 ½ plaza en los otros para camas de 2 Plazas).• Dormitorio principal en suite.• Calefacción por losa radiante en piso.• Ventanas de termopanel, para aislación termo-acústicaESPACIOS COMUNES.• Amplia conserjería con estar para visitas.• Piscina amplia, emplazada en un área verde con juegos infantiles incluidos.• Sala de eventos.• Sala de juegos.• Sala de reuniones • Gimnasio.• Estacionamientos de visita.Departamento cuenta con estacionamiento y bodega, los gastos comunes $180.000 Verano $200.000 invierno"
209,Casa,comprar,"11.000,00",308.102.630,Peñalolén,3,4,"Disponible, hermosa y amplia casa aislada con vista Oriente, ubicada en el consolidado Barrio Los Valles, reconocido por su excelente nivel constructivo, sus las amplias plazas y áreas verdes con las que cuenta, su seguridad, la cercanía a las distintas avenidas y autopistas del sector.Barrio Los Valles que ofrece la posibilidad de acceder por su ubicación poder ir caminando a los diversos servicios tales como, colegios; Mayor, Dunalaister, Pumahue, Encuentro, entre otros; Todos los Supermercados Jumbo, Líder, Unimarc, Totus, Sodimac; Clínica Las Condes; Clínica Universidad de Chile; Bancos, Chile, Santander, Itau, Esta espectacular propiedad cuenta con:• Hall de distribución. • 5 dormitorios.• Calefacción central por radiadores.• Cocina ampliada, equipada con logia y gran comedor de diario.• 3 baños completos.• Sala de estar.• Entretecho habilitado, con escalera retráctil. • Terraza techada.• Jardín formado con riego automático.• Piscina.• Estacionamiento techado para dos vehículos con portón automático.No deje de visitar!!!!"
210,Casa,comprar,"14.970,00",419.299.670,Peñalolén,4,4,"Propiedad remodelada y ampliada con gran gusto, rescatando espacios, luz, creatividad. Esta hermosa casa está en condominio Club de Campo Norte, reconocido por su gran seguridad, tranquilidad y la gran experiencia de vivir en familia de manera tranquila, con todo para realizarlo, una vista increíble hacia el valle y hacia la cordillera , además de un excelente estándar de constructibilidad,  locomoción a través de colectivos, colegios, áreas verdes.Condominio de increíble plusvalía ubicado en el límite de Peñalolén y la Reina.DISTRIBUCIÓN:1er Piso• Hall de ingreso.• Amplio Living con grandes ventanales termopanel que miran hacia un amplio ante jardín.• Comedor amplio e iluminado con salida a la terraza del patio.• Gran, moderna e iluminada cocina la cual cuenta con: un buen espacio para comedor de diario, isla central, muebles modernos, prácticos que permiten una utilización total de espacios, aire acondicionado es interno.• Pequeña pieza tipo recibidor para dejar las chaquetas u otros. • Hermoso baño de visita.• Gran logia y bodega en esta última está instalado la central de conexiones de internet y otros.• Pieza de servicio amplia en suite.2do piso • Hall de distribución.• Gran pieza principal, moderna, creativa, iluminada con vista hacia el valle, gran walk in closet, la suite es una sala de baño, moderno de excelente gusto.• Dos dormitorios de buen tamaño.• Baño dormitorios de buen tamaño.• Todos los ventanales son de TermopanelExteriores.• La casa cuenta con riego automático,• Terraza techada y terraza abierta en la loza del techo.• Piscina.• El patio cuenta con doble nivel.• Sector de huerta.• Amplio y simple antejardín.• Dos estacionamientos."
211,Departamento,comprar,"7.000,00",196.065.310,Providencia,2,2,"DISPONIBLILIDAD INMEDIATA!!!Ven a conocer este espectacular departamento de piso 9 , vista sur (habitaciones) poniente(living -comedor) , moderno remodelado, completamente amoblado y en una de las comunas con mejor plusvalía de Santiago, dada su gran ubicación, cerca de todo y con vida de familiar. Departamento ubicado a 15 minutos caminando de la linea Metro Ines de Suarez, cercano a colegios, servicios de todo tipo( restaurantes, gimnasios, etc) plazas, excelente locomoción colectiva, puedes ir a centro de providencia y también al centro de Ñuñoa.DISTRIBUCIÓN:Hall de distribución remodelado amplio e iluminado.Living-comedor juntos con salida a terraza con vista despejada.Cocina integrada.Baño de visitas completo.Dormitorio de buen tamaño ( donde cabe cama plaza y media o de dos plazas simple)Dormitorio principal en suite, amplio , remodelado( baño remodelado)Todas las ventanas son termopanel Puerta ingreso cuenta con chapa con clave o tarjeta.Edificio cuenta con : piscina, quinchos en primer piso y azotea; gimnasio; salas de evento; lavanderia, estacionamientos de visita.NO DEJE DE VISITARLO, ESTE PUEDE SER SU FUTURO DEPARTAMENTO."
212,Casa,comprar,"7.100,00",198.866.243,Maipú,2,4,"Por cambio de ciudad, vendo casa en el mejor sector de Maipu, excelente conectividad. A 12 minutos del metro Del Sol, frente a Arauco Maipú y a 10 minutos del Aeropuerto.Casa muy soleada, gran cocina amoblada, todas sus habitaciones son muy espaciosas. Ventanas del 2° piso termopanel y habitaciones con calefactores.Toda la vivienda cuenta con piso flotante alto tráfico 18 mm, recién remodelado. Pisos de cocina, baños y patio, todo de porcelanato.2 bodegas con muebles, jardín formado.Doble amperaje eléctrico.Cocina con muebles exclusivos y de primer nivel, encimera y horno eléctrico.Ático con escalera telescópica. Portón automático.Excelente ubicación y muy segura.Dormitorio principal y walking closet 36 m2"
213,Casa,comprar,"10.000,00",280.093.300,Peñalolén,3,4,"Disponible hermosa casa aislada con orientación sur-poniente de dos pisos, ubicada en el consolidado Barrio Los Valles, reconocido por contar con amplias plazas y áreas verdes, seguridad y fácil acceso a importantes avenidas y autopistas.El estratégico emplazamiento de este barrio, permite disfrutar de variados servicios como: Colegios (Mayor, Dunalaister, Pumahue, Encuentro, entre otros); Supermercados (Jumbo, Líder, Unimarc, Totus); Bancos (Chile, Santander, Itaú, Bci); Clínicas (Las Condes, Universidad de Chile), Restaurantes, etc. Esta espectacular propiedad cuenta con:• Hall de distribución. • 4 dormitorios.• Calefacción central por radiadores.• Cocina amoblada con comedor de diario • Amplia Logia.• 3 baños completos.• Sala de estar.• Terraza techada con estructura de durmientes de roble• Quincho• Jardín y antejardín con riego automático.• Estacionamiento para dos vehículos con portón automático.• Amplio estacionamiento para visitas.No deje de visitar!!!!"
214,Departamento,comprar,"2.856,19",80.000.000,San Miguel,2,2,"Departamento 6to piso, orientación sur, 2 dormitorios y 2 baños, uno en suite, ambos equipados con tina. Dormitorio principal amplio y luminoso y segundo dormitorio mas pequeño para cama de 1 plaza o walking closet, cada habitación con closet propio proporcional. Area de comedor y living compartida con piso flotante beige, cocina individual con mesones ambos lados, logia al final pequeña para lavadora y secadora. balcón terraza desde living hasta la cocina. Saliendo del edificio esta la entrada a Metro Lo Vial, cercano a registro civil, bancos, colegios, acceso a ruta 5 a 4-5 cuadras. Gastos comunes aproximados 60 a 70.000, el condominio cuenta con piscina, áreas verdes y sala multiuso, conserje 24 horas. Valor 80.000.000!! conversable."
215,Departamento,comprar,"2.460,00",68.902.951,Santiago,1,1,"Santiago centro, Vende departamento con muy poco uso, 34 metros cuadrados, orientación oriente. El departamento cuenta con un dormitorio, un baño completo, closet, living comedor, piso flotante, terraza, cocina amoblada con equipamiento como, cocina eléctrica, horno y extractor. El edificio cuenta con conserjería 24hrs., cámaras de vigilancia, gimnasio, piscina, salón gourmet, salón lounge, lavandería, ascensores y en azotea gran terraza y 2 quinchos. Gasto común de $50.000 aprox. más agua caliente.Privilegiada ubicación con excelente conectividad a Avenida Matta, Santa Rosa, San Diego y a minutos de metro Parque Almagro o Avenida Matta, Avenida Libertador Bernardo O´Higgins, ciclo vías, parques, supermercados, farmacias, servicios en general Para generar una orden de visita: debe ingresar agenteinmobiliario, en el buscador, digite el código 4771641 de la propiedad publicada en portal inmobiliario o de lo contrario, solo la comuna. Complete la orden de visita, un  ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
216,Casa,comprar,"2.499,16",70.000.000,Lo Prado,1,3,GRAN CASA LO PRADO 176 MTS 23 PIEZAS + BAÑO + LIVING COMEDOR + PATIO GRANDECERCA METRO PUDAHUEL PUEDE SER DE USO PARTICULAR O COMERCIALMUY BUENA ACCESIBILIDADCERCANO A SUPERMERCADOS
217,Casa,comprar,"3.391,72",95.000.000,Maipú,3,3,Vendo hermosa casa Viva en un barrio tranquilo sector ciudad satélite barrio austral Oriente ubicada en recinto cerrado con Porton automático y clave ojo sin gastos comunes con gran plaza central estacionamiento de visita cercano a colegios supermercado bancos templo comercio áreas verdes fuegos infantiles locomoción a una cuadra Vende su DueñoNo puedo responder por este medio favor al contacto +56946879385 Mauro
218,Casa,comprar,"2.677,64",74.999.000,Maipú,2,4,"Maipú, Vendo casa con negocio almacén de barrio establecido funcionando, 82 metros cuadrados de terreno y 164 metros cuadrados construidos (información entregada por cliente), orientación poniente. La casa cuenta con dos piso, primer piso: tiene un negocio establecido por más de 10 años con permiso de vender (abarrotes, panadería, carnicería), viene incluido en el negocio máquina para hacer masa y horno para hacer pan, y posee un baño. Segundo piso: consta con 4 dormitorios, 1 baño, living comedor, sala de estar y cocina. Excelente ubicación cercana a Avenida Portales y Tres Poniente, sector muy residencial. Cercano a colegios, bancos y servicios en    general con muy buena locomoción. Para generar una orden de visita: Debe ingresar agenteinmobiliario, digite el código 4742359 de Portal Inmobiliario dentro de la Home, en el buscador, complete la Orden de Visita. Un  ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
219,Departamento,comprar,"2.950,00",82.627.523,Santiago,2,2,"Vendo departamento, 42 metros cuadrados de superficie (información entregada por cliente), orientación Nor oriente. El departamento cuenta de dormitorio principal amplio, segundo dormitorio, ambos con closet y piso alfombrado, baño completo al pasillo con piso porcelanato, living comedor con piso flotante, cocina  abierta amoblada con encimera de 4 platos, horno eléctrico y extractor de aire. Además el departamento se vende con bodega.Edificio moderno cuenta con conserjería 24hrs., cámaras de vigilancia, ascensores, gimnasio, lavandería, sala multiuso, sector de juegos para niños, 3 quinchos y piscina con maravillosa vista panorámica en último piso.Privilegiada ubicación con excelente conectividad autopista de Avenida Manuel Rodríguez y a minutos de metro Santa Ana y  Los Héroes, ciclovías, parques, supermercados, farmacias, bancos, colegios, servicios en general."
220,Casa,comprar,"1.569,00",43.946.638,La Pintana,1,3,"Se Vende Propiedad en Villa Las Zarzuelas, comuna de La Pintana. Casa de 2 pisos y pareada ambos lados, ubicada en pasaje con estacionamiento amplio, grandes espacios en living y comedor. En el primer piso cuenta con cocina americana, baño grande con conexión para lavadora y un patio pequeño de 15 metros cuadrados. En el segundo piso encontramos 3 dormitorios con espacio para sala de estar o sala de estudios.En su entorno encontramos supermercado Mayorista 10 a solo 10 minutos, Feria 2 veces por semana a solo una cuadra, cercana a colegio Alberto Magno La Florida y Politécnico Profesional Aprender, a 2 minutos de avenida La Serena acceso sur, a 15 minutos del metro San José de la Estrella, locomoción al metro a solo pasos.Consultas y visitas con Loreto Bustos al 9 6565 7939"
221,Casa,comprar,"2.016,82",56.490.000,La Florida,1,2,"Vendo casa sólida en sector residencial muy tranquilo de dos pisos con ampliación, 100 metros cuadrados de terreno y 80 metros cuadrados construidos (de ellos 50 metros cuadrados son regularizados y 30 en ampliación no regularizada, información entregada por cliente), orientación poniente. Primer piso living comedor, cocina, patio trasero techado completo utilizado hoy como taller de costura, antejardín y entrada de autos techada con estacionamiento para 1 vehículo. Segundo piso 2 dormitorios y un baño completo.Excelente ubicación a minutos de metro Elisa Correa en sector muy tranquilo, locomoción Transantiago a todo Santiago, comisaria a 3 cuadras, colegios, parques, supermercados, bancos, servicios en general.Para generar una orden de visita: Debe ingresar agenteinmobiliario, digite el código 4769515 Interno de Portal Inmobiliario dentro de la Home, en el buscador, complete la Orden de Visita. Un  ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
222,Departamento,comprar,"5.283,95",148.000.000,Las Condes,1,1,"Hermoso departamento en Avenida las Condes (38 mt2), con vista norte, a pasos de prestigiosas Clínicas, centros comerciales y con excelente conectividad a autopista. Cuenta con 1 dormitorio con walk in closet, 1 baño, bodega y estacionamiento en subterráneo, además de una extensa terraza de 11mt2. Dormitorio en suite, piso flotante en living comedor y habitación. Cocina full amoblada y equipada. Calefacción central. Hermosas áreas en común: Piscina al aire libre y otra temperada, quincho, sala de eventos, sala de cine, sala de reuniones, gran gimnasio con sauna, múltiples estacionamientos de visitas y lavandería. Seguridad 24 horas con conserjería en ambos accesos de entrada. Cámaras de seguridad presentes.5.300 uf se aceptan ofertas !!!"
223,Casa,comprar,"2.709,81",75.900.000,La Florida,1,3,"Propiedad con buena ubicacion entre Santa Raquel y San Jose de la Estrella a pasos de Paradero de Locomocion directa a Metro, cercano a Colegios, Bencinera, Centro Comercial Strip Center (carniceria, gimnasio,restaurant,farmacia,servipag entre otros) Supermercado en frente, Plaza con Juegos, Cancha Deportiva, Lubricentros entre otros.Cuenta:Entrada de vehiculo con portón corredizoPatio techado Patio traseroVentanas con protecciónAntejardinDistribucion:living y Comedor mismo ambiente3 Dormitorios: 1 matrimonial y 2 juveniles Cocina Amoblada con LavaplatosBaño completoPiso completamente con ceramicaMuy buena oportunidad familiar!!!Metros Construidos: 55 m² Aprox.Metros Terreno: 70 m² Aprox.No dejes de visitar esta increíble propiedad, agenda una visita con nosotrosOFERTA ESTA SEMANA $75.900.000¡Una real oportunidad para compra o inversión!Precio Oferta: $75.900.000 + comisión corredorSe recibe Efectivo, Crédito Hipotecario,Contáctenos:Oficina Av. Las Torres N°730, Comuna de Quilicura.Fono: (2)2926 2537 – Cel.: (9)8992 8917Fono: (2)2687 3967 – Cel.: (9)8988 6335"
224,Casa,comprar,"5.355,32",149.999.000,Santiago,3,4,"Santiago centro, se vende casa remodelada para uso comercial o habitacional en plena avenida, 100 metros cuadrados de superficie, 112 metros cuadrados construidos (información entregada por cliente), orientación poniente. Primer piso, Amplio living comedor, tres baños, amplia cocina, antejardín y estacionamiento para cuatro autos. Segundo piso, cuatro dormitorios o despachos, sala de estar o recepción.Privilegiada ubicación centralizada en avenida principal a pasos de metro Rondizzoni, colegios, supermercados y servicios en general.Para generar una orden de visita: debe ingresar agenteinmobiliario en el buscador, digite el código 4790569 de la propiedad publicada en portal inmobiliario o de lo contrario, solo la comuna. Complete la orden de visita, un  ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
225,Casa,comprar,"1.606,60",45.000.000,La Pintana,2,4,"Casa con Almacen, San Francisco/ Julio Chavez, La Pintana 6D, 1B$45.000.000.-180mt2 Terreno, 120mt2 construidos -Almacen Funcionando -Living comedor amplio e iluminado, piso en ceramica.-Cocina, amplia, independiente, piso en ceramica.-6 dormitorios, -Baño, piso en ceramica.-Estacionamiento 2 Vehiculos.Cercano a Supermercados, Farmacias, Hospital, ColegiosConectividadAutopista central 6kmAcceso Sur 6kmTransporte publicoMetro (futura estacion El Pino 2020) ColectivosTransantiago (203,228,229,G05,G08)Se acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivo.valor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, Ejecutiva+56 9 5988 8730 Jonathan Estay, EjecutivoOficina2 3285 6659"
