,company,subject,date,description
231,Caja de compensación los andes,Llamadas indebidas,2019-10-17,"Hace más de un mes me llama una grabación de una empresa de cobranzas de parte de Caja de Compensación Los Andes preguntando por Francisco Mondaca Escudero, el tema que esa persona no es dueño de mi número... Es molesto que no hagan un filtro de sus clientes y menos un rectificación de número telefónico de sus corresponsales. Espero se solucione luego esto, o tendré que continuar con el Sernac. "
232,Vidaintegra,La inoperancia del cardiólogo julio nuñez farias ,2019-10-17,El día 4 de octubre pedí hora para jolter de arritmia y hora para ecocardiograma al cual llegó 20 minutos antes según lo sujerido 11-40 hrs saco el bono y espero el llamado de este señor al cual pasaba la gente siendo la 13:20 pido al personal que pasaba que no me atendía el médico y me informan que era un sobre cupo al cual yo no solicite y que tenía que esperar la atención cuando se le ocurriera a este sr muy mala la atención no me hize el examen  con un valor a pagar de 9.000 y fracción peor que la atención pública del personal administrativo y profesional 
233,Mercadolibre,Devolucion de dinero,2019-10-17,Hace 2 semanas efectue una compra en esta página con despacho incluido. El día que debía llegar la polera recibí una notificación del vendedor que el envió había sido cancelado y ni el sabe porque. El asunto es que debiesen devolver mi dinero y nada de eso ha sucedido. Si bien no es mucha plata novte go porque regalarselas.Pésimo no compren ahí!!! 
234,Mila respaldos, *****a ,2019-10-17,El día 17 de septiembre compre un respaldo con veladores y hasta la fecha el personaje no me contesta los mensajes. Viendo en internet me enteré que es un  ********r . 
235,Mundo pacifico,Sin servicio de internet ni cable.....,2019-10-17,Llevo 4 días sin cable ni conección a internet....en la oficina dicen que llamé al call center ..y ahí colocan una grabación que debe estar toooodo el día repite y repite ...que solución podría tener si no hay a quien recurrir???? 
236,Ilustre municipalidad de ñuñoa,Indemnización por malas indicaciones viales y daño colateral por evento,2019-10-17,"Estimados Señores Reclamos.cl::Junto con saludarles, quisiera hacer pública mi molestia y desagrado con la Ilustre municipalidad de Ñuñoa por no colocar una señalética de tránsito que indique que existía un bandejón central en la intersección de avenida Simón Bolivar y avenida Eliecer Parada de dicha comuna, la cual estaba ubicada de manera diagonal en sentido hacia la cordillera (derecha), reparación que la Municipalidad ya efectuó manteniendo de manera testaruda la posición de este. Dicho elemento no indicado ni señalizado y orientado de una manera anormal respecto al sentido recto de la calle (de hecho ocupaba 1/4 de calle en sentido hacia la cordillera), causó daños al zócalo izquierdo de mi automóvil, inmediatamente debajo de la puerta del conductor al montarme literalmente en este promontorio, dañando mi auto. Yo me encuentro cesante, necesito vender mi auto para pagar deudas y, este daño castiga altamente el precio de mi bien, razón por la cual exijo a la Ilustre Municipalidad e Ñuñoa hacerse cargo de los costes de esta reparación para poder vender mi auto de la mejor manera posible. Junto con ello, los interesados me han indicado de que el coste de la reparación está entre $ 250.000 y 330.000 pesos chilenos. Llamé al fono de informaciones de Carabineros de Chile para saber si podía interponer el denuncio correspondiente y me indicaron de que debía llamar a la Municipalidad de Ñuñoa, lo cual no he hecho, ya que publique este reclamo en línea directa del diario El Mercurio y no he obtenido respuesta alguna a esta reclamación y no puedo invertir dinero en su reparación debido a mi extensa cesantía y necesito venderlo en buen estado para iniciar un emprendimientoAdjunto fotos del daño de mi automovil y de los detalles de la intersección anormalmente diseñada.Sin otro particular, se despide atentamente,Alejandro Méndez Masdeu.R.U.T: 9.831.836-4Teléfonos Móviles: +56993168622/ +56994137346.Teléfono Domicilio: 223253552 "
237,Cóndor bus ,Servicio eliminado sin aviso,2019-10-17,Compré en línea un pasaje en buses cóndor bus a Rancagua para el 16 de octubre a las 18:30 horas. Al no llegar el bus a la hora del viaje consulté en ventanilla en que anden se colocaba ese bus. La respuesta fue que ese Servicio estaba suspendido y que ellos no tenían nada que ver con la venta en línea.Ingresé mi reclamo a través de su página web y 24 horas después ni siquiera una respuesta de una persona que diga que al menos han leído mi caso. Viajé finalmente en otra línea ya que la próxima salida de cóndor era media hora más tarde 
238,Canal 13,Cancelaron la teleserie fugitiva ,2019-10-17,"esta sin terminar, como una anterior teleserie que dieron. no se para que la cortan para alargar caso cerrado y nos de ja sin poder continuar hasta el final de la teleserie. estoy muy molesta con el canal. "
239,Banco estado,Cajera del banco deposito en otra cuenta mi dinero.,2019-10-17,"EL día 16 de octubre del 2019, fui al Banco Estado de la comuna de maipú sucursal villa los herues, donde solicite a la Cajera depositar mi cheque en mi cuenta rut, ella respondió que era mejor retirar el dinero y depositarlo, siendo esta la forma mas rápida de ver el dinero reflejado en mi cuenta. Hoy me doy cuenta que lo deposito en otra cuenta totalmente distinta. Llame al banco y me dijeron que prácticamente tenia que encararla en el banco y obligarla a que me hiciera la devolución del dinero. Necesito una solución satisfactoria no una solución con más delincuencia.Impresionante, el vale indica que el nombre de la Cajera es (ASFDADFD), y la cuenta a la cual deposito es 19294944, titular MARTIN IGNACIO CUADRA MONRROY, la suma de 264.624.-EL CS  es F5164F4F.Tampoco aparece el RUT del depositante, lo remplazo por 0-0.Es absurda la aceptación del sistema que no requiera esos datos iniciales para registrar la transacción.Espero que puedan responder a este RECLAMO. "
240,Www.movistar.cl,Sin internet,2019-10-17,"La cuenta está pagada y el servicio de internet cortado. Para reclamos solo se puede hacer desde un teléfono Movistar y si soy de otra compañía no recibo asistencia.En su web Nunca funciona el asistente virtual  no hay forma de comunicarse, solo queda ir presencialmente a la oficina. Todo mal, pésimo servicio "
241,Ripley,No responden telefono ni whatsapp para armado de producto,2019-10-17,"compre un rack el cual pensé que incluía servicio de armado, me dijeron que no, que debia llamar a otro numero para solicitar dicho servicio; lo hice, me cobraron vía telefónica y me dijeron que debía llamar a un tercer número para solicitar la fecha de armado. he llamado insistentemente a ese número y nadie responde, tampoco responden whatsapp ni facebook ni instagram. quiero anular mi compra: que retiren la caja del mueble cerrado y me devuelvan mi dinero, no me sirve que esté en la caja. "
242,Falabella,Compra,2019-10-17,"Compré un producto por el Cyber Monday, y que podría retirarlo a contar del miércoles 16 de octubre. Y hoy me llaman por teléfono indicando que no poseen stock de productos para entregar, que me devolverán el dinero y una gifcard de $10.000.-.Pero ingreso a la pagina de Falabella y me encuentro con la sorpresa que tienen en stock y claramente con el valor normal de mercado.Osea, que financieramente hablando, y pensando que no soy el único cliente que pasó por lo mismo, Los señores Falabella tomarón el dinero inyectan al mercado y quizás cuanto incrementaron ese capital.Así como lo veo, una nueva  *****a  ""legal"", empresas como Falabella nos venden un productos, obtienen el dinero,el cual lo  intervienen al mercado y luego la pasar una semana, nos dicen que no tienen stock y devuelven el dinero, peeeero obteniendo  utilidades que les rentó esa semana. "
243,Mundo pacifico cable,Sin servicio no contestan el teléfono ,2019-10-17,"Estamos sin servicio desde el día lunes 14 y hoy jueves 17 ya para viernes nada aun teniendo nuestro pago cancelada al día, al parecer un vecino dio de baja el servicio de pacifico cable y el técnico se equivoco de casa uno llama y llama y no contestan se produce un gran gasto de teléfono, muy malo el servicio malisimo. "
244,Rosen,Entrega erronea,2019-10-17,"Con fecha 13 de Octubre, compramos 2 colchones de plaza y media, uno de 1.90 mtrs. y otro de 2 mtrs. para cama nido de nuestro hijo. La Entrega quedó acordada para el miércoles 16 de Octubre. Como la mayoría de los chilenos ese día fuimos a trabajar recibiendo los productos una adulta mayor que vive con nosotros. Ese día en la noche verificamos que uno de los colchones, era de 1 plaza y ambos eran de 1.90 mtrs. Al día siguiente procedimos a llamar a post venta, donde nos señalaron: 1.- Como no se fijo quien lo recibió. 2.- La supervisora se retiro (no estuvo en todo el día) y 3.- Deben esperar 72 hrs. para ver cuando pueden hacer el cambio de producto.Me parece una falta de respeto, que no exista una persona que se pueda hacer responsable de los cambios, por errores imputables a la empresa, y más grave que uno deba esperar 72 hrs. para tener una respuesta, ya que claramente no nos hacen un favor, es PAGADO (articulo y flete).Pésimo servicio de post- venta. "
245,Grupon,Demora en la entrega de productos y pésima gestión de seguimiento,2019-10-17,"No llega el producto a la fecha indicada, llamas al numero de atención y se demoran 8 minutos en decirte que dentro de  7 dias me daran una respuesta por mail. Es decir no te dicen nada, tercera compra que me hacen lo mismo. "
246,Hospital base de puerto montt,Hora para operación ,2019-10-17,Buenas tardes quisiera pedirles porfavor que se fijen  el caso de mi papá el tiene 84 años y desde  el año 2010 no le llega si  Hora para operación de la cataratas ahora en este momento no ve casi nada como familia lo llevamos particular pero lo es imposible  pagar la operación ya que sale  carísima ojalá pudieran ver si caso si rut es 3811300-3 
247,Curifor,No responden garantia,2019-10-17,"Compre Vehiculo marca Ford modelo Explorer Limited 4x4 cero kilometro, y desde el dia de su retiro en sucursal presenta desperfectos que no han sido reparados por Garantia ni mucho menos se han hecho cambios de piezas.El vehiculo actuelmente tiene poco mas de un año, 30.000 kilometros y ya me ha dejado en panne. La empresa se niega a responder y cada vez que ingresa el vehiculo se limita solo a ""reprogramar el computador"" pero los desperfectos continuan.Pesima la atencion en el taller al punto de tener que pedir casi porfavor que me reciban en auto en el taller, y al denunciar en SERNAC no admiten el reclamo ya que ellos han recibido el auto en el taller.... pero lo que no dicen es que el auto sigue igual dado que no hacen nada.Consultando, tendre que demandar dado que el auto cuesta casi 34 millones y me demorare mas de un año en juicios!!!! #NOCOMPREENCURIFORRANCAGUA#CURIFOR "
248,Banco santander,Mala atención ,2019-10-17,"Soy cliente del banco desde hace más de 10 años y hoy acudo a sucursal de Apoquindo con Málaga a realizar un pago y al ingresar mi rut en el tótem me designan un número clasificado en letra B. Tras esperar bastante tiempo, considerando que había una cantidad de público razonable, me percato que aquellas personas cuyo voucher tenían designada letra A pasaban rápidamente a varias cajas sin embargo quienes tenian letra B solo pasaban a una caja en una proporción de 10/1 si comparamos publico letra A vs letra B.Al finalizar mi trámite me dirijo al guardia a consultar cuales eran los criterios de selección de atención y este me refiere que aquellos que son ""cuentacorrentistas"" eran denominados ""clientes"" y por ende estaban bajo letra A, no obstante todo el resto de clientes es considerado dentro de ""público general"".Me parece insólito que para una persona que posee otros productos en el banco donde inclusive me depositan mis remuneraciones por no ser ""cuentacorrentistas"" se me considere como ""público general"" lo cual es aún más grave ya que en el propio voucher me saludan por mi nombre e inclusive me saludan por mi cumpleaños...Finalmente me parece descabellada la proporción con la cual tratan a un ""cliente"" vs ""no cliente"" lo cual es aun mas grave si tenemos en cuenta que habían adultos mayores a quienes nisiquiera se les respeto la preferencia de ser atendidos.Ya que no me consideran cliente supongo que tampoco debería considerarlos más mi banco y por ende tal vez debiese retirar todos los productos contratados. "
249,Sky airlines,Devolución de dinero,2019-10-17,"En julio compré unos asientos en la aerolinea SKY,  hicieron el descuento de mi cuenta pero nunca me enviaron el comprobante de compra. La respuesta: el Dinero ingresó a sus cuentas, pero no se hizo la compra. ??? El 21 de agosto de 2019, me pidieron mis datos para hacer la Devolución mediante transferencia electrónica, el mismo día les respondí y me señalaron que en 15 días hábiles tendría MI Dinero EN LA CUENTA.Pues bien, llevo DOS MESES ESPERANDO y nada, llamo por teléfono y un call center responde sin tener idea del caso que tiene asignado un NUMERO. Resulta que cada vez que llamo me dicen que se demorarán dos meses, me renuevan el caso a cada momento.Elevan solicitudes CON URGENCIA, a la que supuestamente responderán en máximo 48 horas y NUNCA tengo respuestas,La señorita Evelyn Bordo o Bodo, del Call Center, me cortó prácticamente por manifestar mi descontento. Parecía una grabadora que me decía que el reclamo estaba en proceso. ME PARECE INSÓLITO QUE NO PUEDAN DAR UNA RESPUESTA RAZONABLE, EN LOS PLAZOS QUE USTEDES MISMOS SE PONEN. PÉSIMO SERVICIO !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! DEVUELVAN MI DINERO "
250,Falabella on line,No llega el producto y no avisan se pierde un dia esperando,2019-10-17,"El dia 9 de Octubre compre en Falabella on Line, una lavadora, la cual fue confirmada para despacho N° 5327530827, para el dia 16 de Octubre.  a pesar que elegi el horario de entrega al confirmar horario dijeron que durante el dia. Lo que me implico pedir permiso en el trabajo por el dia completo, teniendo un mal rato mayor..Luego de esperar TODO EL DIA, la lavadora nunca llego.Hoy 17 de Octubre llamo nuevamente y luego de muuuucho esperar me dicen que tuvieron problemas con el proveedor, pero a mi nadie me avisa nada. ningun llamado, ningun mail, nada.Es lamentable como Falabella ha perdido seriedad en los últimos dos años, ya que este no es el único producto con el que he tenido problemas.Que esta pasando ? el mes pasado fui a cambiar la tarjeta y luego de pasar la tarde esperando me dicen que mi tarjeta la rompió la maquina que vuelva otro día.  Esto es realmente Falabella ??? Que está pasando.Exigo una explicación. "
251,Chery ,Pintura de camioneta tiggo 2.,2019-10-17,"Hola buenas tardes esto empieza asi, realice el cambio de mi auto por un chery Tiggo 2 año 2019 a finales de julio, mi auto lo tuve 3 años un spark gt semifull, impecable en cuanto a kilometraje, pintura, y daños ninguno, el auto como dije fue vendido en perfectas condiciones, por que digo esto, porque lamentablemente la camioneta  full del año comprada hace 3 meses esta presentando problemas de pintura, le empezaron a aparecer manchas en capo y techo, estas machas van debajo de la pintura, la laca y la Pintura en si no tiene ningun desperfecto, de hecho las manchas se ven a contraluz, cuando nos dimos cuenta de esto con mi familiar, la llevamos a donde la compramos, y efectivamente quien nos atiende nos dice que es muy raro, y que lo ideal seria llevarla a la garantia para que la revisen, como la persona que nos atendio no fue quien nos vendio esperamos a poder ir cuando estuviese nuestra ejecutiva, en la segunda ocasion solo fue mi familiar y estaba nuestra vendedora y el jefe de esta, al revisar la camioneta nuevamente, el jefe se percata de la mancha que esta en el techo, osea ni siquiera nosotros nos dimos cuenta, y revisando el capo que tenia la mancha inicial se dan cuenta que en medio le empezo a salir un manchon negro, como dije todo esto sin que la Pintura este dañada o levantada, ahora despues de derivarnos de un lado para otro de huechuraba a la dehesa y despues de semanas esperando respuesta, hoy nos dicen que rechazaron la garantia, siendo que es un claro desperfecto de fabrica, necesito una respuesta por  que no es posible que siendo recien la primera cuota pagada, teniendo recien 1.000km en menos de 3 meses, sin exponer la camioneta a humedad o luz excesiva, este presentando dicho problema, espero puedan darme una solucion pronto, por que como dije no vendi un auto que estaba perfecto por uno que solo me dara problemas. "
252,Wesmart s.a,Devolución de mi dinero,2019-10-17,El día 6 de septiembre hice un depósito a una cuenta corriente de banco falabella  para el desbloqueo de mi celular que hasta el fía de hoy no tengo respuesta alguna apresar de llamar y enviar mensajes 
253,Juzgado de familia colina,Orden de arresto por pension alimenticia,2019-10-17,"Hola me encuentro en un sin fin de tramites en el juzgado de familia de Colina. Desde el 8 de julio de 2019 que estoy solicitando orden de arresto por no pago de pension alimenticia y lo unico que se ha realizado son documtos y documentos no habiendo ningun resultado positivo a favor de los gastos de mi hija, claramente hay vulneracion de derechos en contra de mi hija por parte de este tribunal, totalmente una verguenza. "
254,Flex chile,Pésima calidad de servicio ,2019-10-17,"Estimados; compré a principios de octubre via internet directamente en la página de Flex Chile una cama King y colchón. (Pedido 100013441) Me dieron fecha de entrega para el lunes 14 de octubre. Desde el lunes 14 que estoy esperando mi pedido, el pedido no llegó y en ningún momento me avisaron que mi pedido no llegaría el día que ellos me dijeron que llegaría (en horario de 9 - 21 hrs.) Me hicieron perder mi tiempo sin darme explicaciones. Al reclamar, reagendaron la entrega, no para el día siguiente, sino para el jueves 17. Al yo llamar ese día para confirmar entrega, me explican que no había entrega programada para ese día y que la harían el sábado 19! Es el colmo la falta de respeto y el que no le avisen al cliente que la fecha que ellos mismos informaron,  no se cumplirá y la cambien aleatoriamente haciendo perder el tiempo. Y hacen perder el tiempo de esta manera. No volveré a comprar sus productos. Espero que la calidad de sus productos no sea tan mala como su calidad de servicio. Pésimo servicio! "
255,Caja los andes,Hostigamiento,2019-10-17,"Recibo a diario llamadas cobrando un préstamo a nombre de carla osea numero erróneo, me he tratado de comunicar mil veces para informa que a la persona que llaman no le pertece mi numero telefónico pero no he logrado resultados, todas las mañana hasta en mis días libres, cabe destacar que trabajo por turnos y esto esta interrumpiendo mis horas de descanso "
256,Constructora metropolitana,Reparación sin terminar,2019-10-17,llevo dos mese esperando que vallan a terminar la reparación de una cañería con filtración de agua la cual rompieron varias cerámicas sin contar que el mueble cocina esta todo moho 
257,Bancoestado,Fraude cuenta rut,2019-10-17,"En Mayo 2019 me percate de un giro fraudulento hecho en mi Cuenta RUT por $ 600.000 pesos. Yo tenia el seguro contratado. Me solicitaron una serie de documentos, los cuales se los entregue todos, incluido el informe de la fiscalia, constancia policial,  cartolas bancarias, reclamo formal en banco, etc.. Han pasado ya 5 meses y nadie me ha contactado del banco para darme una respuesta. La aseguradora me dice que es Banco Estado el responsable de facilitarle la informacion del caso, pero hasta la fecha no han hecho nada. Toda la informacion esta en manos de Banco Estado pero no han entregado a la compañia de seguros lo solicitado. He ingresado varios reclamos en el Banco, se ingresan y no queda en nada nuevamente.Solo espero la resolución para cerrar la Cuenta y cambiarme de banco. "
258,Place vandome,Retraso ,2019-10-17,"El día 2/8/19 abone $59000 para unos lentes opticolor que supuestamente llegarían en un mes y medio más, entendiendo que igual se podrían demorar. Hace tres semanas atrás llamé preguntando por su llegada y me dijeron que aprox el día 9 de septiembre llegarían. El día 14 de septiembre fui a ver que pasaba y la única respuesta que dieron fue que estaban llenos de pedidos y que para apurar la cosa reclame por la página. No es gracioso no andar con lentes, duele la cabeza constantemente confiando en la fecha de llegada, ahora viendo tanto reclamos no hubiera ido a ese lugar, espero una respuesta rápida y solución. "
259,A3d chile,"Micro touch, con problema.",2019-10-17,"Perdí la cuenta de la cantidad de productos que les he comprado. Lamentablemente la última compra que hice de una Micro Touch, con fecha 17/08/2019, al querer soltarle el accesorio regulador de barba, se soltó toda la parte superior. Con fecha 12/08/2019 la lleve al local de Vivo Imperio para que la armarán. La señorita que me atendió la quiso armar y al tratar de hacerlo le quebró una de las patitas. En el comprobante que me entregaron,  quedó constancia del hecho y la enviarían al servicio técnico. Quiero saber: ¿Cuándo tendré una solución? Gracias. "
260,Red salud ,Pésima atención,2019-10-17,"El día de hoy 17 de octubre del 2019, me atendí con la médica Paulina Cabib.  Pésima profesional. Me saludo desde su asiento de escritorio, se puso a ""chatear mientras me atendía, entre otras cosas.  Como yo iba por mareos ella infirio automáticamente que estaba embarazada, preguntándome por vomitos, última mestruación etc, yo señalando le al inicio que estaba mariada pero que no me dolía nada y ademas de no tener relaciones sexuales. Ella insistio que si usaba preservativo muchas veces !!! . La verdad es que con su actuar jamás le hubiera dicho que era lesbiana y que no tenía relaciones con un hombre  y por lo demás su discurso heteronormado y su actitud, iban a dar cabida para una discusión. Decidí esperar a ver qué hacía y termino revisandome la guata jajajaja  y por último su diagnóstico fue : no se puede ser episodio vertiginoso pero anda con un otorrino,  además te voy a pedir exámenes del corazon, sin decirme el porque. Por último, me dió una receta para un medicamento obviamente carisimo, que siquiera le puso por cuántos días devia tomarlo. Dejé sendo reclamo pero DUDO que Red Salud me responda. Si lees esto, no vayas dónde está médica. Puros malos ratos y perdida de dinero. "
261,Abcdin,Llamadas en exceso ,2019-10-17,Se bien que tengo una deuda con la empresa pero el acoso es demaciado me llaman mínimo 9 a 10 veces por día respondo y les digo lo mismo y no paran de llamar!!Esta situación lleva mas de 1 mes me tienen arta! En cuanto tenga el dinero pagare mi deuda pero no es necesario llamar tantas veces para recordármelo. Gracias! 
262,Mundo pacifico,Instalacion ,2019-10-17,el 2 de octubre hice un contrato con mundo pacifico para la instalacion de internet y ya estamos a 17 de octubre y no pasa nada.. deberian contratar mas tecnicos... 
263,Cencosud,Bloqueo preventivo,2019-10-17,Me gustaría saber por que blokean así sin más ni habisar las tarjetas llamo al servicio al cliente y no son capaces de decirme por que esto ocurrió?Yo tengo al día la tarjeta cencosub y ustedes así sin más me blokean y caducan???? Podrían explicar el por qué si con ustedes no tengo deudas?  Al contrario he pagado mes a mes la cuota. Arbitrariamente y sin habisar creo que no corresponde esta situación mínimo den habiso que blokearan las tarjetas y den los  Motivos. Gracias. 
264,"Consultorio emilio schauffauser , la serena, coquimbo",Leche ácida para 3ra edad,2019-10-17,"Buenas tardes, quisiera dar a conocer la mala calidad de la leche entregada ese mes para las personas 3era edad en el consultorio, casi no se puede beber de ácida , por favor alguien que pueda fiscalizar.muchas gracias.Saludos "
265,Enel.pl,Mal uso de estacionamiento de empresa enel.,2019-10-17,"Señor Alcalde le saludos a ud y sus funcionario le escribo por este medio ya que esta es la segunda semana que se instalan en AV, Marathon con caletera paralela a Rodrigo de Araya y Castillo Urizar furgones de la empresa ENEL usando nuestro estacionamientos domiciliarios afuera de la calle. ellos llegaron con más de 70 vehículos de la noche a la mañana del día lunes 07-010-2019 ocupando nuestros espacios de residencia, están ya acostumbrados de estacionar sus vehículos ya no 4 horas sino mas de 8 horas sin moverlos del lugar estacionado estamos artos de estas personas ya que reiteradas veces sobretodo en las mañanas botan colillas de cigarrillos, envases plásticos de café y te, papeles de confort y otros desechos orgánicos, estamos arto de limpiarles su basura, nosotros como vecinos limpiamos nuestro perímetro siempre y lo mantenemos como corresponde pero somos seres humanos y nos cansamos, además algunos conductores ponen a todo volúmen la radio sin conciderar que hay vecinos que tienen guagua esto y otro inconvenientes que nos está afectando la armonía y convivencia como residentes en la Villa, Desde ya esperamos que nos ayude en solucionar este problema que nos a incomodado. saludos cordial "
266,Condominio alto vespucio,Multa mal cursada,2019-10-17,"El día sábado 14 de septiembre mi hermano llego a visitarme al departamento 2103C, llegando aproximadamente a las 21.30 hrs, en la entrada nos atiende el conserje, Don Claudio Jeldres, le explique que era mi hermano que venía de visita y le consulte ¿Dónde podía estacionar el auto?, lo cual me menciona que puede hacerlo en cualquier estacionamiento a la izquierda que estuviera desocupado, lo cual usamos el número “20”, al otro día nos encontramos que el auto tenia un instrumento llamado “pitbull”, a lo que me dirigí a conversar con el conserje de turno don José Sánchez, él nos explicó que nos puso el pitbull por estar mal estacionados, a lo cual le explicamos que el conserje en la noche anterior nos autorizo estacionar en dicho lugar, a la vez en ese momento también se encontraba otro caballero el cual no se identifico pero estaba dentro de la garita, una señora encargada del aseo, y el dueño del estacionamiento Don Joaquín Luna, el cual mi hermano Francisco Aguilera, personalmente le pide las disculpas y explicaciones pertinentes a la que el acepta y nos comunica que no es primera que ocupan otras personas ese lugar, luego de esta pequeña conversación, mientras yo le explicaba al conserje lo ocurrido, mi hermano le solicita ver la bitácora a lo cual es se niega, dado que no había ninguna solución al respecto y el conserje no hablaba del tema, solo decía que el auto había llegado super temprano el día sábado y estuvo todo el día, cosa que no fue así ya que llegamos cerca de las 21.39 hrs, por lo cual estaba mintiendo, solo porque el dueño del estacionamiento se lo había mencionado, esto deja muy mal a su conserje porque ni siquiera se dedicó a averiguar la situación y se dejó llevar por lo que le comentaba el dueño del lugar, haciendo caso omiso a lo que le comentábamos, le exigimos hablar con su jefe, Don Marcos Díaz, por lo que el accede a solo llamarlo por teléfono, luego de esto sin decir ni dar ninguna explicación nos retira el pitbull del auto un poco enojado y se retira, insisto sin decir ninguna palabra, mi hermano le pide alguna explicación de lo sucedido, pero el solo se retira del auto.El día lunes 16, nos encontramos con la siguiente multa:Revisando la información, nos enteramos que el conserje Don José Sanchez, nos cursó igualmente la multa, inmediatamente mi hermano se dirigió a conversar con el conserje de turno Don Claudio Jeldres, el mencionada que en bitácora no hay nada escrito y que incluso el auto no aparece registrado, de hecho el dice que la culpa es de él porque no hizo bien su trabajo y no lo anoto, seguido con esto le pedí hablar con su jefe Don Marcos Díaz, al entrar a su oficina le explicamos la situación, y menciona que el dio la orden a Don José Sanchez que no se cursara la multa y que no nos preocupáramos y que nos fuéramos tranquilos, ya que también el conserje cometió un error al cursar dicha multa porque según el reglamento mencionado por él, esto no se debe hacer ya que tiene que estar la persona afectada presente, seguido con esto, deja nula la orden N°00039 y con su puño y letra escribe lo siguiente “NULO, por error del conserje” esto sucediendo cerca de las 10.50 hrs,Al haber conversado con el encargado, nos quedamos tranquilos y decidimos irnos y seguir con nuestro viaje, pero hoy siendo miércoles 25 de septiembre me encontré con la sorpresa que la multa fue nuevamente cursada por la Sra. Verónica Arredondo, quien me informa que dicha multa fue cursada nuevamente por reclamos de la Sra. de Joaquín Luna que explicare posteriormente,Haciendo alusión a lo que nos comunicó el jefe Don Marcos Díaz, las multas deben cursarse estando el aludido presente, cosa que nuevamente no sucedió.Me dirigí hoy mismo a hablar con el jefe Don Marcos Díaz, quien se encontraba junto a la Sra. Verónica Arredondo y le pedí una explicación sobre esta nueva multa, y él me comenta verbalmente lo siguiente:“La dueña del estacionamiento numero “20” la Esposa de Joaquín Luna del departamento 1008 Torre B, hizo un reclamo verbal el que menciona que la tratamos a garabatos y siendo faltas de respeto con ella, y que exigía que la multa fuera cursada igual, porque según ella el auto estuvo todo el día y toda la noche en su lugar, además indicando de que el auto ha estado en reiteradas ocasiones en su estacionamiento, explicándole a la vez que ni siquiera conocer a dicha Sra.Una vez mas podemos evidenciar que las personas mienten y estar cayendo en injurias y calumnias lo cual es grave, y que los trabajadores del edificio Alto Vespucio no fueron capaces de averiguar y hablar con ambas partes para aclarar lo sucedido, lo menciono porqueese día nunca hubo una señora, sino un joven de aproximadamente 30 años, el cual como menciono anteriormente, se le pidieron las disculpas y explicaciones pertinente.Conjuntamente con lo anterior el día 25 del presente mes de Septiembre, me muestran nuevamente la bitácora y mágicamente ahora si aparece el auto de mi hermano registrado, y por la hora de llegada se nota que escribieron donde hubo un espacio, porque si revisaran las cámaras de seguridad, se darían cuenta que el ingreso fue cerda de las 21.30 hrs y no las 19.58 hrs., como dice ahí, ya que al momento de ir llegando mi papa le envió un WhatsApp que estábamos cerca de su departamento, como pueden observar dice 21.14 hrs.Por lo tanto, la hora que menciona la bitácora es errónea, una vez mas se comprueba que su conserje Don José Sanchez no es profesional haciendo su trabajo ya que con tal de salvarse de una posible sanción por no seguir los procedimientos del edificio prefiere perjudicar a un inquilino, faltando a la verdad y la honestidad.Esto nuevamente comprueba que el personal que dice ser dueño del estacionamiento esta mintiendo, y que el conserje Don José Sanchez también lo hizo ese día.Insistiendo a todo lo anteriormente informado, no puedo aceptar dicha multa, ya que esta fue anulada por el mismo jefe Don Marcos Díaz y el cual mismo escribe que fue por errores de sus trabajadores. A la vez según la ley 19.537 informa que aquellas multas que no están establecidas en el reglamento ni fueron fijadas por un juez, con fundamento en los procedimientos legales, son indiscutiblemente ilegítimas. En primera línea, se encuentra la Ley de Copropiedad 19537, luego, aparece el reglamento interno de cada edificio o conjunto residencial. Finalmente, y como complemento de las anteriores, aparecen los acuerdos de las asambleas. Cada una de estas normas tiene un alcance determinado, pero ninguna puede sobrepasar leyes mayores y, mucho menos, la Constitución Política. Ahora bien, los llamados a hacer cumplir dichas disposiciones son: • El administrador, el comité de administración, la asamblea de copropietarios y por ultimo el juez de policía local, en caso de que se presenten conflictos entre vecinos o entre éstos y la administración.Sugiero estudiar esta situación profesionalmente y llegar a un consenso que no afecte a ninguna de las partes por un procedimiento mal realizado por parte de los conserjes. "
267,403,Demora,2019-10-17,Hoy espere de las 16:15 hasta las 17:15 y no pasó no puede ser que en 1 hora no haya tránsito de esa micro porfavor mejoren eso por es el colmo que no piensen en la ciudadanía 
268,Beat,Mala atención y conductor diferente y poco cortez,2019-10-17,"Primero llega a dirección diferente en la misma calle, después no es el conductor de la foto ,auto no era el de  la foto si la patente , se niega a llevarme por la autopista que seria la mas corta y rápidamente, habiendo ofrecido cancelarle  tag y bastante mal cortez. Y dejarme botado a cuadras de donde me recogió "
269,Falabella,No devolución de dinero,2019-10-17,El día 9/10 realice una compra por falabella.clLa cual cancele (después de haber pagado) el problema es que al día de hoy aún no me devuelven el dinero. Número de orden 5324447173 
270,C16,No para en el paradero ,2019-10-17,"Nuevamente problemas con esta micro, han pasado 2 C16 y ninguna se ha detenido en el paradero PC1134, esto es algo que se ve muy seguido, ¿para qué ponen un paradero si ninguna micro se detiene en él?. "
